fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,fg2,fga2,fg2_pct,result
38,92,0.413,12,45,0.267,17,23,0.739,8,40,48,20,10,8,14,16,26,47,0.553191489,0
45,92,0.489,21,43,0.488,9,10,0.9,10,37,47,30,5,4,16,28,24,49,0.489795918,0
44,91,0.484,15,36,0.417,22,28,0.786,8,32,40,20,5,2,9,15,29,55,0.527272727,1
41,88,0.466,14,37,0.378,12,18,0.667,6,34,40,27,11,10,19,18,27,51,0.529411765,1
37,85,0.435,10,33,0.303,20,24,0.833,13,35,48,22,13,7,21,23,27,52,0.519230769,0
36,79,0.456,9,28,0.321,21,32,0.656,10,35,45,22,10,5,14,16,27,51,0.529411765,1
35,88,0.398,9,32,0.281,18,21,0.857,15,32,47,15,6,1,16,24,26,56,0.464285714,0
48,87,0.552,14,32,0.438,12,14,0.857,7,32,39,32,14,3,19,24,34,55,0.618181818,1
41,94,0.436,12,40,0.3,20,29,0.69,10,31,41,24,10,3,14,16,29,54,0.537037037,0
52,100,0.52,8,32,0.25,10,20,0.5,11,32,43,30,7,2,18,26,44,68,0.647058824,0
46,94,0.489,13,42,0.31,21,28,0.75,12,31,43,32,11,4,18,17,33,52,0.634615385,1
41,77,0.532,14,35,0.4,22,28,0.786,6,30,36,17,8,6,16,22,27,42,0.642857143,0
42,96,0.438,16,41,0.39,20,22,0.909,17,28,45,27,7,4,14,24,26,55,0.472727273,1
48,98,0.49,15,38,0.395,14,17,0.824,11,37,48,36,3,4,8,20,33,60,0.55,1
43,99,0.434,12,31,0.387,15,24,0.625,18,33,51,29,2,6,7,16,31,68,0.455882353,0
39,93,0.419,11,28,0.393,13,16,0.813,13,20,33,16,10,5,8,20,28,65,0.430769231,0
45,86,0.523,12,28,0.429,16,20,0.8,15,38,53,29,4,4,17,18,33,58,0.568965517,1
35,87,0.402,12,38,0.316,8,14,0.571,9,33,42,24,6,1,15,12,23,49,0.469387755,0
44,86,0.512,12,34,0.353,6,8,0.75,7,40,47,30,9,3,16,17,32,52,0.615384615,1
33,90,0.367,7,37,0.189,14,18,0.778,16,43,59,19,7,3,19,17,26,53,0.490566038,0
40,87,0.46,9,33,0.273,7,16,0.438,4,39,43,20,8,5,13,22,31,54,0.574074074,1
40,91,0.44,12,37,0.324,12,14,0.857,15,30,45,26,6,5,19,20,28,54,0.518518519,0
45,85,0.529,10,37,0.27,26,28,0.929,7,32,39,31,10,7,11,19,35,48,0.729166667,1
43,86,0.5,10,28,0.357,18,21,0.857,9,33,42,25,8,7,11,18,33,58,0.568965517,1
38,87,0.437,17,32,0.531,14,19,0.737,13,28,41,28,5,5,13,19,21,55,0.381818182,0
39,91,0.429,19,47,0.404,9,9,1,6,39,45,27,7,8,18,21,20,44,0.454545455,0
40,93,0.43,16,46,0.348,17,22,0.773,11,34,45,24,9,5,12,15,24,47,0.510638298,1
35,81,0.432,18,45,0.4,18,23,0.783,8,41,49,27,6,6,14,18,17,36,0.472222222,1
34,90,0.378,9,33,0.273,18,19,0.947,10,32,42,22,7,4,7,20,25,57,0.438596491,0
30,80,0.375,11,33,0.333,12,16,0.75,6,31,37,21,9,6,25,23,19,47,0.404255319,0
47,91,0.516,16,42,0.381,13,21,0.619,9,39,48,23,15,5,16,16,31,49,0.632653061,1
47,93,0.505,15,37,0.405,18,22,0.818,13,33,46,32,15,2,17,17,32,56,0.571428571,1
39,86,0.453,16,44,0.364,16,20,0.8,12,27,39,22,10,3,23,22,23,42,0.547619048,0
53,88,0.602,11,27,0.407,11,13,0.846,10,38,48,34,8,5,13,21,42,61,0.68852459,1
37,90,0.411,6,32,0.188,15,18,0.833,7,22,29,22,8,4,10,14,31,58,0.534482759,0
36,94,0.383,7,31,0.226,19,22,0.864,14,28,42,19,10,9,16,26,29,63,0.46031746,0
40,82,0.488,11,28,0.393,35,40,0.875,11,40,51,28,10,17,16,20,29,54,0.537037037,1
43,98,0.439,15,45,0.333,26,34,0.765,8,45,53,27,4,4,12,22,28,53,0.528301887,0
49,104,0.471,17,48,0.354,17,24,0.708,6,41,47,30,6,7,10,28,32,56,0.571428571,1
44,90,0.489,16,33,0.485,9,15,0.6,10,28,38,24,5,5,14,17,28,57,0.49122807,0
48,86,0.558,14,30,0.467,17,18,0.944,4,32,36,28,6,7,11,12,34,56,0.607142857,1
49,87,0.563,12,33,0.364,23,32,0.719,10,36,46,25,4,8,14,19,37,54,0.685185185,1
47,96,0.49,8,31,0.258,19,20,0.95,8,31,39,33,8,5,10,23,39,65,0.6,0
42,98,0.429,11,37,0.297,7,15,0.467,17,34,51,30,6,2,13,21,31,61,0.508196721,0
47,84,0.56,9,28,0.321,7,17,0.412,7,36,43,32,4,8,13,14,38,56,0.678571429,1
40,87,0.46,6,17,0.353,26,31,0.839,10,34,44,19,8,6,13,17,34,70,0.485714286,1
36,88,0.409,12,46,0.261,21,25,0.84,11,36,47,26,7,5,17,24,24,42,0.571428571,0
38,95,0.4,14,35,0.4,13,18,0.722,12,32,44,28,10,3,11,22,24,60,0.4,0
42,79,0.532,8,27,0.296,14,18,0.778,3,37,40,28,7,10,16,17,34,52,0.653846154,1
42,84,0.5,23,47,0.489,18,24,0.75,6,42,48,24,4,7,15,17,19,37,0.513513514,1
42,92,0.457,14,37,0.378,12,20,0.6,10,34,44,22,9,4,12,22,28,55,0.509090909,0
41,86,0.477,13,34,0.382,19,20,0.95,7,33,40,27,7,2,15,20,28,52,0.538461538,0
44,87,0.506,12,37,0.324,22,30,0.733,9,34,43,24,8,5,15,23,32,50,0.64,1
51,98,0.52,15,41,0.366,13,20,0.65,21,43,64,28,6,7,15,21,36,57,0.631578947,1
38,93,0.409,10,39,0.256,16,26,0.615,14,25,39,23,8,3,11,18,28,54,0.518518519,0
39,91,0.429,15,28,0.536,19,24,0.792,13,28,41,31,6,5,17,25,24,63,0.380952381,0
44,83,0.53,13,29,0.448,23,28,0.821,6,38,44,21,9,10,15,19,31,54,0.574074074,1
38,85,0.447,11,35,0.314,12,15,0.8,13,38,51,20,6,7,16,19,27,50,0.54,1
38,94,0.404,4,29,0.138,11,15,0.733,14,33,47,19,10,4,12,17,34,65,0.523076923,0
51,102,0.5,19,53,0.358,5,7,0.714,15,36,51,31,11,6,18,21,32,49,0.653061224,1
39,87,0.448,11,36,0.306,18,26,0.692,11,29,40,26,12,4,15,13,28,51,0.549019608,0
38,86,0.442,13,34,0.382,20,25,0.8,12,36,48,18,9,1,14,17,25,52,0.480769231,1
36,92,0.391,10,38,0.263,9,12,0.75,14,32,46,19,6,6,15,19,26,54,0.481481481,0
38,81,0.469,7,30,0.233,19,33,0.576,7,33,40,23,9,3,16,24,31,51,0.607843137,0
44,89,0.494,14,31,0.452,16,23,0.696,9,35,44,29,10,4,16,26,30,58,0.517241379,1
43,92,0.467,14,37,0.378,15,20,0.75,8,29,37,25,10,9,12,17,29,55,0.527272727,1
42,83,0.506,18,39,0.462,12,15,0.8,6,37,43,29,8,7,19,18,24,44,0.545454545,0
51,101,0.505,10,40,0.25,9,14,0.643,6,29,35,32,14,3,11,25,41,61,0.672131148,0
46,92,0.5,9,32,0.281,29,32,0.906,14,43,57,26,8,3,21,16,37,60,0.616666667,1
46,101,0.455,5,37,0.135,7,12,0.583,8,23,31,26,6,6,9,20,41,64,0.640625,0
54,95,0.568,20,35,0.571,27,28,0.964,11,46,57,27,5,2,13,19,34,60,0.566666667,1
42,89,0.472,11,33,0.333,10,11,0.909,12,31,43,19,10,3,13,23,31,56,0.553571429,0
37,81,0.457,20,48,0.417,20,28,0.714,13,32,45,23,7,2,15,11,17,33,0.515151515,1
38,81,0.469,7,20,0.35,27,33,0.818,7,37,44,23,10,7,17,15,31,61,0.508196721,1
40,90,0.444,11,29,0.379,10,11,0.909,6,32,38,24,12,4,18,31,29,61,0.475409836,0
36,88,0.409,11,35,0.314,18,23,0.783,14,34,48,24,8,4,15,17,25,53,0.471698113,0
39,81,0.481,11,31,0.355,13,15,0.867,7,29,36,32,5,6,18,17,28,50,0.56,1
45,90,0.5,11,27,0.407,18,25,0.72,15,29,44,21,9,8,16,19,34,63,0.53968254,0
44,84,0.524,21,37,0.568,19,23,0.826,7,31,38,35,10,2,17,22,23,47,0.489361702,1
47,99,0.475,14,34,0.412,17,27,0.63,12,34,46,22,12,1,13,31,33,65,0.507692308,0
46,90,0.511,11,32,0.344,27,36,0.75,9,42,51,28,10,9,14,24,35,58,0.603448276,1
37,82,0.451,16,36,0.444,19,26,0.731,7,40,47,27,11,4,18,18,21,46,0.456521739,1
39,91,0.429,13,38,0.342,14,18,0.778,11,35,46,22,10,5,18,20,26,53,0.490566038,0
38,96,0.396,6,33,0.182,7,10,0.7,12,31,43,23,6,10,16,22,32,63,0.507936508,0
38,83,0.458,8,21,0.381,26,27,0.963,8,39,47,20,9,5,14,15,30,62,0.483870968,1
32,74,0.432,12,32,0.375,19,20,0.95,6,40,46,22,7,5,18,27,20,42,0.476190476,1
32,92,0.348,5,30,0.167,20,30,0.667,16,34,50,18,10,3,14,16,27,62,0.435483871,0
40,102,0.392,13,42,0.31,17,29,0.586,22,36,58,23,8,5,11,20,27,60,0.45,1
38,88,0.432,7,34,0.206,23,25,0.92,6,43,49,23,6,5,15,24,31,54,0.574074074,0
35,76,0.461,13,34,0.382,28,38,0.737,7,22,29,19,9,2,12,17,22,42,0.523809524,0
51,91,0.56,15,38,0.395,13,14,0.929,15,35,50,35,7,6,18,25,36,53,0.679245283,1
35,96,0.365,14,54,0.259,25,32,0.781,14,28,42,25,12,7,16,22,21,42,0.5,0
47,87,0.54,22,43,0.512,17,24,0.708,10,40,50,35,7,3,21,22,25,44,0.568181818,1
41,94,0.436,13,38,0.342,21,26,0.808,19,29,48,30,4,5,16,31,28,56,0.5,0
39,80,0.488,14,32,0.438,33,35,0.943,7,29,36,27,5,7,12,18,25,48,0.520833333,1
38,79,0.481,10,28,0.357,13,19,0.684,9,32,41,30,4,3,19,20,28,51,0.549019608,0
42,92,0.457,9,25,0.36,21,25,0.84,15,31,46,21,12,3,14,19,33,67,0.492537313,1
51,98,0.52,18,37,0.486,12,13,0.923,9,32,41,37,7,5,8,21,33,61,0.540983607,1
43,80,0.538,16,32,0.5,19,26,0.731,5,29,34,26,5,4,14,15,27,48,0.5625,0
39,85,0.459,10,29,0.345,27,36,0.75,10,33,43,27,17,9,17,25,29,56,0.517857143,1
41,89,0.461,12,33,0.364,19,26,0.731,13,35,48,27,9,7,20,27,29,56,0.517857143,0
44,96,0.458,18,45,0.4,3,5,0.6,8,31,39,32,4,4,11,12,26,51,0.509803922,1
43,89,0.483,11,28,0.393,10,14,0.714,9,33,42,21,4,4,10,13,32,61,0.524590164,0
41,86,0.477,17,42,0.405,15,17,0.882,10,24,34,27,12,6,15,19,24,44,0.545454545,0
49,93,0.527,13,30,0.433,14,19,0.737,19,32,51,33,11,6,20,17,36,63,0.571428571,1
44,84,0.524,8,28,0.286,20,25,0.8,5,30,35,27,10,9,13,20,36,56,0.642857143,0
45,86,0.523,15,31,0.484,16,24,0.667,7,33,40,28,7,5,19,18,30,55,0.545454545,1
46,81,0.568,13,28,0.464,9,17,0.529,4,26,30,33,7,4,20,18,33,53,0.622641509,0
48,80,0.6,13,27,0.481,12,14,0.857,7,30,37,35,9,1,21,18,35,53,0.660377358,1
38,96,0.396,10,39,0.256,19,25,0.76,16,40,56,18,6,1,11,22,28,57,0.49122807,0
35,82,0.427,20,39,0.513,20,28,0.714,7,34,41,24,6,11,14,16,15,43,0.348837209,1
49,92,0.533,18,40,0.45,25,30,0.833,13,25,38,36,9,2,15,25,31,52,0.596153846,1
50,83,0.602,15,29,0.517,24,30,0.8,7,25,32,26,3,1,19,20,35,54,0.648148148,0
47,96,0.49,10,35,0.286,9,13,0.692,7,41,48,29,8,10,17,25,37,61,0.606557377,0
39,96,0.406,9,32,0.281,28,36,0.778,15,35,50,19,12,7,14,15,30,64,0.46875,1
43,90,0.478,15,45,0.333,23,27,0.852,10,40,50,22,4,6,11,17,28,45,0.622222222,1
43,100,0.43,17,52,0.327,11,17,0.647,10,32,42,22,4,5,6,21,26,48,0.541666667,0
39,86,0.453,7,26,0.269,16,23,0.696,9,28,37,28,7,3,11,19,32,60,0.533333333,0
42,81,0.519,16,36,0.444,23,30,0.767,10,39,49,31,10,4,12,18,26,45,0.577777778,1
32,84,0.381,11,41,0.268,14,19,0.737,8,35,43,20,5,6,11,19,21,43,0.488372093,0
40,87,0.46,13,36,0.361,14,20,0.7,10,43,53,28,4,3,11,18,27,51,0.529411765,1
47,88,0.534,8,20,0.4,23,23,1,12,29,41,23,5,10,13,20,39,68,0.573529412,1
45,93,0.484,22,45,0.489,12,16,0.75,11,25,36,31,7,5,15,18,23,48,0.479166667,0
35,91,0.385,12,43,0.279,13,17,0.765,17,22,39,20,3,7,18,20,23,48,0.479166667,0
45,81,0.556,9,24,0.375,24,31,0.774,9,34,43,25,10,11,11,23,36,57,0.631578947,1
45,93,0.484,14,41,0.341,19,24,0.792,19,33,52,28,4,6,13,16,31,52,0.596153846,1
40,84,0.476,8,31,0.258,17,21,0.81,9,26,35,24,9,7,11,15,32,53,0.603773585,0
37,84,0.44,8,30,0.267,19,21,0.905,10,30,40,17,6,10,17,21,29,54,0.537037037,0
46,101,0.455,12,33,0.364,16,19,0.842,19,32,51,29,6,9,16,18,34,68,0.5,1
32,89,0.36,9,35,0.257,27,33,0.818,15,27,42,22,11,12,11,11,23,54,0.425925926,0
43,90,0.478,11,30,0.367,15,18,0.833,15,36,51,24,5,6,18,24,32,60,0.533333333,1
34,94,0.362,16,41,0.39,20,30,0.667,17,27,44,26,10,4,13,18,18,53,0.339622642,0
41,83,0.494,11,37,0.297,22,28,0.786,13,41,54,26,8,2,18,21,30,46,0.652173913,1
49,99,0.495,8,30,0.267,12,21,0.571,10,33,43,30,5,2,9,25,41,69,0.594202899,0
43,91,0.473,14,42,0.333,24,32,0.75,9,38,47,31,3,6,11,19,29,49,0.591836735,1
43,86,0.5,8,21,0.381,26,29,0.897,14,29,43,29,8,10,18,13,35,65,0.538461538,1
43,87,0.494,8,23,0.348,12,14,0.857,10,23,33,25,7,6,16,23,35,64,0.546875,0
45,89,0.506,13,32,0.406,9,13,0.692,10,39,49,27,6,7,17,18,32,57,0.561403509,1
37,95,0.389,14,45,0.311,12,15,0.8,16,31,47,23,11,5,14,21,23,50,0.46,0
44,97,0.454,19,48,0.396,16,26,0.615,13,34,47,29,12,6,15,15,25,49,0.510204082,1
48,96,0.5,10,32,0.313,10,13,0.769,9,37,46,30,7,7,17,21,38,64,0.59375,0
46,96,0.479,16,48,0.333,21,24,0.875,12,36,48,26,6,2,10,13,30,48,0.625,1
49,101,0.485,16,45,0.356,11,13,0.846,11,35,46,22,2,4,8,16,33,56,0.589285714,0
41,86,0.477,16,43,0.372,15,17,0.882,17,35,52,32,1,7,23,20,25,43,0.581395349,0
48,93,0.516,18,34,0.529,16,19,0.842,10,26,36,26,12,3,8,18,30,59,0.508474576,1
45,90,0.5,13,30,0.433,13,15,0.867,8,30,38,24,6,2,13,18,32,60,0.533333333,0
51,95,0.537,15,39,0.385,17,23,0.739,11,34,45,37,6,5,10,16,36,56,0.642857143,1
46,97,0.474,12,41,0.293,16,21,0.762,17,27,44,26,8,4,11,14,34,56,0.607142857,1
38,80,0.475,13,30,0.433,20,21,0.952,7,32,39,23,8,2,16,20,25,50,0.5,0
36,81,0.444,14,40,0.35,11,20,0.55,12,22,34,22,5,2,15,22,22,41,0.536585366,0
43,75,0.573,15,31,0.484,21,27,0.778,5,34,39,28,8,4,11,19,28,44,0.636363636,1
40,94,0.426,8,26,0.308,23,30,0.767,12,24,36,26,7,5,11,15,32,68,0.470588235,0
55,95,0.579,20,38,0.526,22,23,0.957,9,40,49,38,7,4,15,24,35,57,0.614035088,1
44,81,0.543,8,26,0.308,11,14,0.786,5,33,38,28,6,5,17,17,36,55,0.654545455,0
41,88,0.466,12,37,0.324,14,16,0.875,11,33,44,30,11,4,18,14,29,51,0.568627451,1
36,92,0.391,11,39,0.282,26,34,0.765,11,34,45,20,13,2,18,26,25,53,0.471698113,0
44,85,0.518,13,37,0.351,13,25,0.52,6,39,45,26,7,5,24,26,31,48,0.645833333,1
36,73,0.493,11,32,0.344,14,16,0.875,7,24,31,21,8,3,22,15,25,41,0.609756098,0
41,88,0.466,12,31,0.387,17,18,0.944,18,30,48,28,13,1,20,13,29,57,0.50877193,1
38,102,0.373,14,42,0.333,27,32,0.844,25,34,59,27,8,3,15,16,24,60,0.4,0
45,94,0.479,14,35,0.4,22,23,0.957,11,38,49,27,7,7,13,22,31,59,0.525423729,1
41,82,0.5,15,40,0.375,20,28,0.714,5,26,31,21,9,6,15,20,26,42,0.619047619,1
40,85,0.471,8,27,0.296,14,18,0.778,6,32,38,27,6,4,21,24,32,58,0.551724138,0
49,96,0.51,14,34,0.412,16,20,0.8,10,28,38,31,6,10,19,26,35,62,0.564516129,0
51,91,0.56,12,31,0.387,32,36,0.889,10,35,45,37,12,7,16,15,39,60,0.65,1
36,91,0.396,8,36,0.222,13,13,1,11,40,51,22,10,8,16,15,28,55,0.509090909,0
37,92,0.402,15,41,0.366,11,13,0.846,14,35,49,22,10,10,14,14,22,51,0.431372549,1
38,90,0.422,19,48,0.396,21,25,0.84,13,41,54,32,7,10,22,20,19,42,0.452380952,1
42,96,0.438,14,33,0.424,17,23,0.739,9,30,39,30,12,7,14,22,28,63,0.444444444,0
47,97,0.485,18,43,0.419,20,25,0.8,13,27,40,26,10,6,11,26,29,54,0.537037037,1
41,79,0.519,8,25,0.32,26,35,0.743,11,36,47,17,8,5,22,22,33,54,0.611111111,0
49,99,0.495,11,36,0.306,18,27,0.667,15,35,50,27,10,4,12,25,38,63,0.603174603,1
40,84,0.476,17,41,0.415,19,31,0.613,6,32,38,25,4,6,16,21,23,43,0.534883721,0
37,86,0.43,11,35,0.314,20,26,0.769,11,38,49,21,5,0,9,20,26,51,0.509803922,0
41,92,0.446,11,35,0.314,15,22,0.682,10,35,45,24,7,4,6,20,30,57,0.526315789,1
36,85,0.424,7,25,0.28,15,24,0.625,5,29,34,20,7,6,9,18,29,60,0.483333333,0
51,93,0.548,14,33,0.424,12,19,0.632,14,43,57,26,4,4,13,23,37,60,0.616666667,1
45,96,0.469,11,27,0.407,17,18,0.944,16,31,47,26,3,5,22,17,34,69,0.492753623,0
52,101,0.515,13,41,0.317,17,20,0.85,14,32,46,26,14,7,12,15,39,60,0.65,1
35,77,0.455,11,28,0.393,27,32,0.844,9,35,44,22,9,8,19,24,24,49,0.489795918,1
35,90,0.389,11,37,0.297,21,28,0.75,13,25,38,20,10,4,14,27,24,53,0.452830189,0
48,98,0.49,7,29,0.241,15,16,0.938,11,42,53,28,2,5,19,24,41,69,0.594202899,0
41,90,0.456,11,37,0.297,27,32,0.844,5,31,36,19,8,7,10,18,30,53,0.566037736,1
36,93,0.387,8,28,0.286,21,22,0.955,11,29,40,23,6,1,17,23,28,65,0.430769231,0
45,82,0.549,15,37,0.405,17,24,0.708,8,40,48,30,9,7,18,23,30,45,0.666666667,1
44,90,0.489,9,34,0.265,8,13,0.615,11,35,46,31,2,7,13,22,35,56,0.625,0
46,100,0.46,19,42,0.452,15,22,0.682,13,34,47,28,7,0,4,14,27,58,0.465517241,1
42,83,0.506,9,29,0.31,27,37,0.73,11,30,41,26,9,5,20,24,33,54,0.611111111,0
44,86,0.512,12,28,0.429,28,30,0.933,12,29,41,23,10,8,14,27,32,58,0.551724138,1
36,91,0.396,15,47,0.319,16,19,0.842,9,34,43,28,8,6,13,13,21,44,0.477272727,0
42,95,0.442,9,34,0.265,13,15,0.867,12,44,56,20,7,7,14,16,33,61,0.540983607,1
44,87,0.506,8,22,0.364,22,29,0.759,7,29,36,26,10,5,18,29,36,65,0.553846154,0
41,89,0.461,11,37,0.297,28,38,0.737,15,35,50,32,11,6,21,24,30,52,0.576923077,1
46,87,0.529,9,27,0.333,23,26,0.885,5,36,41,23,6,5,14,19,37,60,0.616666667,0
44,92,0.478,20,48,0.417,18,20,0.9,9,31,40,27,6,6,13,25,24,44,0.545454545,1
41,85,0.482,15,39,0.385,23,30,0.767,8,28,36,22,13,7,18,25,26,46,0.565217391,1
42,90,0.467,10,27,0.37,25,35,0.714,18,29,47,19,12,6,19,24,32,63,0.507936508,0
38,85,0.447,15,37,0.405,16,18,0.889,9,37,46,26,0,3,12,25,23,48,0.479166667,0
41,94,0.436,19,52,0.365,20,28,0.714,17,35,52,29,5,3,8,13,22,42,0.523809524,1
43,88,0.489,8,27,0.296,32,36,0.889,19,28,47,21,7,2,14,27,35,61,0.573770492,0
51,98,0.52,19,42,0.452,23,26,0.885,15,26,41,30,7,1,9,23,32,56,0.571428571,1
35,83,0.422,9,28,0.321,35,41,0.854,11,35,46,23,13,5,9,23,26,55,0.472727273,1
40,86,0.465,8,28,0.286,18,22,0.818,11,37,48,28,3,5,17,26,32,58,0.551724138,0
34,75,0.453,8,25,0.32,25,34,0.735,8,41,49,12,6,6,18,26,26,50,0.52,0
36,88,0.409,10,35,0.286,22,28,0.786,9,33,42,20,9,5,9,22,26,53,0.490566038,1
41,76,0.539,18,37,0.486,27,29,0.931,8,30,38,28,10,12,21,17,23,39,0.58974359,1
46,101,0.455,19,48,0.396,10,13,0.769,14,23,37,23,5,5,11,23,27,53,0.509433962,0
42,84,0.5,12,27,0.444,26,34,0.765,9,34,43,27,9,7,11,20,30,57,0.526315789,1
42,94,0.447,15,37,0.405,20,27,0.741,17,35,52,22,9,1,13,24,27,57,0.473684211,0
39,87,0.448,7,30,0.233,13,16,0.813,5,33,38,22,9,5,16,15,32,57,0.561403509,0
38,91,0.418,13,47,0.277,16,21,0.762,16,36,52,28,10,9,18,22,25,44,0.568181818,1
43,87,0.494,10,27,0.37,21,27,0.778,13,38,51,23,6,4,18,19,33,60,0.55,1
43,92,0.467,12,34,0.353,12,19,0.632,7,31,38,29,9,8,14,21,31,58,0.534482759,0
50,110,0.455,6,28,0.214,18,28,0.643,28,39,67,31,10,4,10,19,44,82,0.536585366,1
43,88,0.489,14,38,0.368,17,20,0.85,7,29,36,28,4,6,15,23,29,50,0.58,0
41,84,0.488,12,38,0.316,23,25,0.92,7,32,39,23,10,4,15,14,29,46,0.630434783,1
38,87,0.437,18,46,0.391,15,18,0.833,15,33,48,23,6,6,22,19,20,41,0.487804878,0
35,91,0.385,10,37,0.27,14,16,0.875,7,30,37,25,8,1,9,14,25,54,0.462962963,0
47,86,0.547,15,44,0.341,8,13,0.615,5,41,46,30,1,4,13,14,32,42,0.761904762,1
37,86,0.43,11,30,0.367,33,43,0.767,11,34,45,23,13,3,11,24,26,56,0.464285714,1
37,90,0.411,13,38,0.342,23,30,0.767,15,40,55,26,5,3,20,29,24,52,0.461538462,0
38,77,0.494,9,29,0.31,12,25,0.48,5,31,36,25,9,6,19,24,29,48,0.604166667,0
36,84,0.429,10,26,0.385,30,35,0.857,15,28,43,24,9,2,16,17,26,58,0.448275862,1
33,88,0.375,10,41,0.244,18,25,0.72,7,35,42,20,14,3,12,15,23,47,0.489361702,0
37,98,0.378,12,49,0.245,16,20,0.8,20,46,66,22,6,6,19,18,25,49,0.510204082,1
38,88,0.432,11,32,0.344,21,26,0.808,16,33,49,26,4,6,16,19,27,56,0.482142857,0
